timestamp,platform,brand,product_name,current_price,original_price,discount_percent,rating,review_count,url,Effective+price,price_difference,saving percentage
21:54.4,Flipkart,Jbl,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,48H Runtime, Wireless Charging Bluetooth",9999,9999,0.0,4.1,86,https://www.flipkart.com/jbl-live-beam-3-hi-res-ldac-audio-anc-tws-smartcase-48h-runtime-wireless-charging-bluetooth/p/itm092a3878f8cc2?pid=ACCHF9ZS7ZJTHPAN&lid=LSTACCHF9ZS7ZJTHPANXVCROX&marketplace=FLIPKART&q=JBL+New+Launch+Live+Beam+3&store=0pm%2Ffcn%2F821&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4764e948-a4ac-418d-a45c-9e457c375ffa.ACCHF9ZS7ZJTHPAN.SEARCH&ppt=sp&ppn=sp&ssid=ped23n2g0g0000001780400052272&qH=c2a2c2fb5f8b7d0c&ov_redirect=true&ov_redirect=true,9999,0,0%
22:16.3,Flipkart,Noise,"Noise MasterBuds 2, Sound by BOSE, 51dB ANC, Hi-Res LHDC, Spatial Audio, AI Assistance Bluetooth",8999,8999,0.0,4.2,98,https://www.flipkart.com/noise-masterbuds-2-sound-bose-51db-anc-hi-res-lhdc-spatial-audio-ai-assistance-bluetooth/p/itm2ccadb57b3368?pid=ACCHGNSZJZJQJHZS&lid=LSTACCHGNSZJZJQJHZSONCP8S&marketplace=FLIPKART&q=Noise+Master+Bud+2+&store=0pm%2Ffcn%2F821&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=671522cf-48c6-4111-be23-e2470e1fd4ec.ACCHGNSZJZJQJHZS.SEARCH&ppt=sp&ppn=sp&ssid=e57bo3d5i80000001780400504879&qH=fa92de71996cd4ae&ov_redirect=true&ov_redirect=true,8999,0,0%
40:37.0,Amazon,Jbl,"JBL New Launch Live Beam 3 TWS,Hi-Res Audio True ANC Earbuds,Smart Case with Touch Display,48H Playtime,Wireless Charging,6 Mic,Multipoint Connection,Ip55 Proof, Headphones App,Personi-Fi 3.0 (Black)",9999,9999,0.0,3.7,0,https://www.amazon.in/JBL-Multipoint-Connection-Headphones-Personi-Fi/dp/B0D44H2RG3/ref=sr_1_3?crid=1NELIQ0I7JNTT&dib=eyJ2IjoiMSJ9.sqI-jALQviwhZj0lopS-ONdQ4s_4j0y6UvWTKm0b07ZTcbwqqqg_Rm-6JaOCaXtiwc-1P2dt97FzP1j2mZRO-Xc4iwbZnspUd1aVdhiYL6KplZOIclIy2NtKvLmRgSsQA3NYaghoerTeTHpJLyYcwWCff1hRRipmz7z_YoaqxBLMGbkbRbakoMLOpdVShwVMgqZdKZD98nRtMvvAruHWoC7qa9oIzOICNQhY-DAqljg.4d6KH0KGRuQgcEXa35h68vLYxeCkn4pYQS3w-_lsXjs&dib_tag=se&keywords=JBL+New+Launch+Live+Beam+3&nsdOptOutParam=true&qid=1780400066&sprefix=jbl+live+pro+2+tws%2Caps%2C797&sr=8-3,9999,0,0%
41:07.3,Amazon,Noise,"Noise Master Buds 2 with Sound by Bose (2026),51dB Adaptive ANC, Hi-Res LHDC Audio,360? Spatial Audio with Head Tracking, 6-mic ENC, Dual Pairing, Fast Charge & BT v6.1 (Carbon)",8999,8999,0.0,4.3,0,https://www.amazon.in/Noise-Adaptive-Spatial-Tracking-Pairing/dp/B0G2C8MR7L/ref=sr_1_1_sspa?crid=1D66UIJGAZ3KX&dib=eyJ2IjoiMSJ9.qCnsXuTs9KXCmPhLy3MFNdF8mLOy4DcgVuPixsOdQx9Lcd3Z9pFqU3zazAF_le0Jjb9rRAk20R7kezLr44VidpeTYdW94h-oBZ-UYKZJ-Hqm8HKwjeUQRHvnMBK3TPQnZcROG6CTMGSnwodWC_cOb-OzPWcyU6hCS_5oyuHPtYxqJcXGR9tvOfiywQImNcMS4tzuSnHVezrWvdUJbornrF3X3xTaXv_JsMNUGQyFPx8.s5x2QDYhheEGrn-NYb70HNd0kK4x-l1Q8r-Ujdsaozc&dib_tag=se&keywords=Noise+Master+Bud+2+with+Sound+by+Bose&nsdOptOutParam=true&qid=1780400407&sprefix=noise+master+buds+2+with+sound+by+bose%2Caps%2C346&sr=8-1-spons&aref=WOkeudYkSI&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,8999,0,0%
